"","sumPrecip","station_id","genLineType","Lat","Long","STATION_DESCRIPTIVE_NAME","rides"
"2586",2.7,"41300","Red Line",42.001073,-87.661061,"Loyola (Red Line)",3153
"2587",2.7,"41310","Brown Line",41.943623,-87.670907,"Paulina (Brown Line)",1337
"2588",2.7,"41320","Multiple Lines",41.939751,-87.65338,"Belmont (Red, Brown & Purple lines)",7608
"2589",2.7,"41330","Blue Line",41.961539,-87.743574,"Montrose (Blue Line)",954
"2590",2.7,"41340","Blue Line",41.875568,-87.631722,"LaSalle (Blue Line)",1320
"2591",2.7,"41350","Green Line",41.886988,-87.793783,"Oak Park (Green Line)",495
"2592",2.7,"41360","Green Line",41.88422,-87.696234,"California (Green Line)",545
"2593",2.7,"41380","Red Line",41.983504,-87.65884,"Bryn Mawr (Red Line)",2450
"2594",2.7,"41400","Multiple Lines",41.867368,-87.627402,"Roosevelt (Red, Orange & Green lines)",9969
"2595",2.7,"41400","Multiple Lines",41.867405,-87.62659,"Roosevelt (Red, Orange & Green lines)",9969
"2596",2.7,"41410","Blue Line",41.896075,-87.655214,"Chicago (Blue Line)",1637
"2597",2.7,"41420","Red Line",41.947428,-87.653626,"Addison (Red Line)",5079
"2598",2.7,"41430","Red Line",41.735372,-87.624717,"87th (Red Line)",1799
"2599",2.7,"41440","Brown Line",41.947028,-87.674642,"Addison (Brown Line)",897
"2600",2.7,"41450","Red Line",41.896671,-87.628176,"Chicago (Red Line)",7827
"2601",2.7,"41460","Brown Line",41.954521,-87.674868,"Irving Park (Brown Line)",1118
"2602",2.7,"41480","Brown Line",41.966163,-87.688502,"Western (Brown Line)",2020
"2603",2.7,"41490","Red Line",41.874039,-87.627479,"Harrison (Red Line)",2498
"2604",2.7,"41500","Brown Line",41.961756,-87.675047,"Montrose (Brown Line)",1157
"2605",2.7,"41510","Multiple Lines",41.885586,-87.652193,"Morgan (Green & Pink lines)",3117
"2606",2.7,"41660","Red Line",41.884809,-87.627813,"Lake (Red Line)",9466
"2607",2.7,"41670","Green Line",41.884904,-87.716523,"Conservatory (Green Line)",656
"2608",2.7,"41680","Yellow Line",42.02624348,-87.74722084,"Oakton-Skokie (Yellow Line)",302
"2609",2.7,"41690","Green Line",41.853115,-87.626402,"Cermak-McCormick Place (Green Line)",987
"2610",2.7,"41700","Multiple Lines",41.88322,-87.626189,"Washington/Wabash (Brown, Green, Orange, Purple & Pink lines)",5497
"2611",2.8,"40010","Blue Line",41.870851,-87.776812,"Austin (Blue Line)",306
"2612",2.8,"40020","Green Line",41.886848,-87.803176,"Harlem/Lake (Green Line)",907
"2613",2.8,"40030","Green Line",41.885412,-87.725404,"Pulaski (Green Line)",486
"2614",2.8,"40040","Multiple Lines",41.878723,-87.63374,"Quincy/Wells (Brown, Orange, Purple & Pink lines)",988
"2615",2.8,"40050","Purple Line",42.04771,-87.683543,"Davis (Purple Line)",917
"2616",2.8,"40060","Blue Line",41.938132,-87.712359,"Belmont (Blue Line)",1252
"2617",2.8,"40070","Blue Line",41.878183,-87.629296,"Jackson (Blue Line)",1124
"2618",2.8,"40080","Red Line",41.953775,-87.654929,"Sheridan (Red Line)",1451
"2619",2.8,"40090","Brown Line",41.966286,-87.678639,"Damen (Brown Line)",619
"2620",2.8,"40100","Red Line",42.008362,-87.665909,"Morse (Red Line)",1459
"2621",2.8,"40120","Orange Line",41.829353,-87.680622,"35th/Archer (Orange Line)",670
"2622",2.8,"40130","Green Line",41.80209,-87.618487,"51st (Green Line)",256
"2623",2.8,"40140","Yellow Line",42.038951,-87.751919,"Dempster-Skokie  (Yellow Line)",641
"2624",2.8,"40150","Pink Line",41.853732,-87.724311,"Pulaski (Pink Line)",358
"2625",2.8,"40160","Multiple Lines",41.8768,-87.631739,"LaSalle/Van Buren (Brown, Orange, Purple & Pink lines)",301
"2626",2.8,"40170","Multiple Lines",41.885269,-87.666969,"Ashland (Green & Pink lines)",946
"2627",2.8,"40180","Blue Line",41.872108,-87.791602,"Oak Park (Blue Line)",178
"2628",2.8,"40190","Red Line",41.831191,-87.630636,"Sox-35th (Red Line)",877
"2629",2.8,"40210","Pink Line",41.854517,-87.675975,"Damen (Pink Line)",488
"2630",2.8,"40220","Blue Line",41.875478,-87.688436,"Western (Blue Line - Forest Park Branch)",389
"2631",2.8,"40230","Blue Line",41.984246,-87.838028,"Cumberland (Blue Line)",754
"2632",2.8,"40240","Red Line",41.750419,-87.625112,"79th (Red Line)",1672
"2633",2.8,"40250","Blue Line",41.874341,-87.70604,"Kedzie-Homan (Blue Line)",448
"2634",2.8,"40260","Multiple Lines",41.88574,-87.627835,"State/Lake (Brown, Green, Orange, Pink & Purple lines)",3841
"2635",2.8,"40270","Purple Line",42.033456,-87.679538,"Main (Purple Line)",302
"2636",2.8,"40280","Green Line",41.887389,-87.76565,"Central (Green Line)",570
"2637",2.8,"40290","Green Line",41.77886,-87.663766,"Ashland/63rd (Green Line)",274
"2638",2.8,"40300","Green Line",41.821732,-87.621371,"Indiana (Green Line)",185
"2639",2.8,"40310","Orange Line",41.804546,-87.684019,"Western (Orange Line)",899
"2640",2.8,"40320","Blue Line",41.903355,-87.666496,"Division (Blue Line)",1366
"2641",2.8,"40330","Red Line",41.891665,-87.628021,"Grand (Red Line)",4431
"2642",2.8,"40340","Red Line",41.977984,-87.658668,"Berwyn (Red Line)",0
"2643",2.8,"40350","Blue Line",41.875474,-87.649707,"UIC-Halsted (Blue Line)",886
"2644",2.8,"40360","Brown Line",41.943744,-87.663619,"Southport (Brown Line)",1299
"2645",2.8,"40370","Blue Line",41.883164,-87.62944,"Washington (Blue Line)",3052
"2646",2.8,"40380","Multiple Lines",41.885737,-87.630886,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink lines)",3146
"2647",2.8,"40390","Blue Line",41.874257,-87.817318,"Forest Park (Blue Line)",520
"2648",2.8,"40400","Purple Line",42.058282,-87.683337,"Noyes (Purple Line)",270
"2649",2.8,"40420","Pink Line",41.85182,-87.745336,"Cicero (Pink Line)",457
"2650",2.8,"40430","Blue Line",41.875539,-87.640984,"Clinton (Blue Line)",641
"2651",2.8,"40440","Pink Line",41.854109,-87.694774,"California (Pink Line)",399
"2652",2.8,"40450","Red Line",41.722377,-87.624342,"95th/Dan Ryan (Red Line)",2311
"2653",2.8,"40460","Multiple Lines",41.888969,-87.633924,"Merchandise Mart (Brown & Purple lines)",899
"2654",2.8,"40470","Blue Line",41.87592,-87.659458,"Racine (Blue Line)",374
"2655",2.8,"40480","Green Line",41.886519,-87.744698,"Cicero (Green Line)",330
"2656",2.8,"40490","Blue Line",41.891189,-87.647578,"Grand (Blue Line)",874
"2657",2.8,"40510","Green Line",41.795172,-87.618327,"Garfield (Green Line)",319
"2658",2.8,"40520","Purple Line",42.05416,-87.68356,"Foster (Purple Line)",322
"2659",2.8,"40530","Multiple Lines",41.932732,-87.653131,"Diversey (Brown & Purple lines)",1139
"2660",2.8,"40540","Multiple Lines",41.964273,-87.657588,"Wilson (Red & Purple lines)",2729
"2661",2.8,"40550","Blue Line",41.952925,-87.729229,"Irving Park (Blue Line)",1036
"2662",2.8,"40560","Red Line",41.878153,-87.627596,"Jackson (Red Line)",1485
"2663",2.8,"40570","Blue Line",41.921939,-87.69689,"California  (Blue Line)",1110
"2664",2.8,"40570","Blue Line",41.921939,-87.69689,"California (Blue Line)",1110
"2665",2.8,"40580","Pink Line",41.85177331,-87.75669201,"54th/Cermak (Pink Line)",614
"2666",2.8,"40590","Blue Line",41.909744,-87.677437,"Damen (Blue Line)",1661
"2667",2.8,"40600","Pink Line",41.853751,-87.733258,"Kostner (Pink Line)",108
"2668",2.8,"40610","Green Line",41.887159,-87.783661,"Ridgeland (Green Line)",180
"2669",2.8,"40630","Red Line",41.90392,-87.631412,"Clark/Division (Red Line)",2902
"2670",2.8,"40650","Red Line",41.910655,-87.649177,"North/Clybourn (Red Line)",1899
"2671",2.8,"40660","Multiple Lines",41.918217,-87.652644,"Armitage (Brown & Purple lines)",1008
"2672",2.8,"40670","Blue Line",41.916157,-87.687364,"Western (Blue Line - O'Hare Branch)",1233
"2673",2.8,"40680","Multiple Lines",41.879507,-87.626037,"Adams/Wabash (Brown, Green, Orange, Pink & Purple lines)",1442
"2674",2.8,"40690","Purple Line",42.041655,-87.681602,"Dempster (Purple Line)",324
"2675",2.8,"40700","Green Line",41.887163,-87.754986,"Laramie (Green Line)",332
"2676",2.8,"40710","Multiple Lines",41.89681,-87.635924,"Chicago (Brown & Purple lines)",1547
"2677",2.8,"40720","Green Line",41.780309,-87.605857,"Cottage Grove (Green Line)",298
"2678",2.8,"40730","Multiple Lines",41.882695,-87.63378,"Washington/Wells (Brown, Orange, Purple & Pink lines)",655
"2679",2.8,"40740","Pink Line",41.854225,-87.685129,"Western (Pink Line)",352
"2680",2.8,"40750","Blue Line",41.98227,-87.8089,"Harlem (Blue Line - O'Hare Branch)",527
"2681",2.8,"40760","Red Line",41.993664,-87.659202,"Granville (Red Line)",1433
"2682",2.8,"40770","Red Line",41.969139,-87.658493,"Lawrence (Red Line)",0
"2683",2.8,"40780","Pink Line",41.853839,-87.714842,"Central Park (Pink Line)",316
"2684",2.8,"40790","Blue Line",41.880703,-87.629378,"Monroe (Blue Line)",1050
"2685",2.8,"40800","Multiple Lines",41.910409,-87.639302,"Sedgwick (Brown & Purple lines)",1109
"2686",2.8,"40810","Blue Line",41.875706,-87.673932,"Illinois Medical District (Blue Line)",527
"2687",2.8,"40820","Blue Line",41.983507,-87.859388,"Rosemont (Blue Line)",1690
"2688",2.8,"40830","Pink Line",41.857908,-87.669147,"18th (Pink Line)",671
"2689",2.8,"40840","Purple Line",42.027612,-87.678329,"South Boulevard (Purple Line)",175
"2690",2.8,"40850","Multiple Lines",41.876862,-87.628196,"Harold Washington Library-State/Van Buren (Brown, Orange, Purple & Pink lines)",915
"2691",2.8,"40870","Brown Line",41.966046,-87.701644,"Francisco (Brown Line)",381
"2692",2.8,"40880","Red Line",41.990259,-87.659076,"Thorndale (Red Line)",854
"2693",2.8,"40890","Blue Line",41.97766526,-87.90422307,"O'Hare (Blue Line)",5354
"2694",2.8,"40900","Multiple Lines",42.019063,-87.672892,"Howard (Red, Purple & Yellow lines)",1951
"2695",2.8,"40910","Red Line",41.780536,-87.630952,"63rd (Red Line)",829
"2696",2.8,"40920","Blue Line",41.873797,-87.725663,"Pulaski (Blue Line)",510
"2697",2.8,"40930","Orange Line",41.78661,-87.737875,"Midway (Orange Line)",1977
"2698",2.8,"40940","Green Line",41.778943,-87.644244,"Halsted (Green Line)",108
"2699",2.8,"40960","Orange Line",41.799756,-87.724493,"Pulaski (Orange Line)",1003
"2700",2.8,"40970","Blue Line",41.871574,-87.745154,"Cicero (Blue Line)",330
"2701",2.8,"40980","Blue Line",41.87349,-87.806961,"Harlem (Blue Line - Forest Park Branch)",148
"2702",2.8,"40990","Red Line",41.768367,-87.625724,"69th (Red Line)",1122
"2703",2.8,"41000","Red Line",41.853206,-87.630968,"Cermak-Chinatown (Red Line)",2906
"2704",2.8,"41010","Brown Line",41.966115,-87.6941,"Rockwell (Brown Line)",451
"2705",2.8,"41020","Blue Line",41.929728,-87.708541,"Logan Square (Blue Line)",1587
"2706",2.8,"41030","Pink Line",41.871551,-87.66953,"Polk (Pink Line)",430
"2707",2.8,"41040","Pink Line",41.853964,-87.705408,"Kedzie (Pink Line)",316
"2708",2.8,"41050","Purple Line",42.073153,-87.69073,"Linden (Purple Line)",324
"2709",2.8,"41060","Orange Line",41.839234,-87.665317,"Ashland (Orange Line)",483
"2710",2.8,"41070","Green Line",41.884321,-87.706155,"Kedzie (Green Line)",395
"2711",2.8,"41080","Green Line",41.809209,-87.618826,"47th (Green Line)",262
"2712",2.8,"41090","Red Line",41.880745,-87.627696,"Monroe (Red Line)",1853
"2713",2.8,"41120","Green Line",41.831677,-87.625826,"35th-Bronzeville-IIT (Green Line)",462
"2714",2.8,"41130","Orange Line",41.84678,-87.648088,"Halsted (Orange Line)",614
"2715",2.8,"41140","Green Line",41.78013,-87.615546,"King Drive (Green Line)",125
"2716",2.8,"41150","Orange Line",41.804236,-87.704406,"Kedzie (Orange Line)",864
"2717",2.8,"41160","Multiple Lines",41.885678,-87.641782,"Clinton (Green & Pink lines)",891
"2718",2.8,"41170","Red Line",41.79542,-87.631157,"Garfield (Red Line)",749
"2719",2.8,"41180","Brown Line",41.965996,-87.708821,"Kedzie (Brown Line)",651
"2720",2.8,"41190","Red Line",42.015876,-87.669092,"Jarvis (Red Line)",642
"2721",2.8,"41200","Red Line",41.973453,-87.65853,"Argyle (Red Line)",1644
"2722",2.8,"41210","Multiple Lines",41.936033,-87.653266,"Wellington (Brown & Purple lines)",640
"2723",2.8,"41220","Multiple Lines",41.925051,-87.652866,"Fullerton (Red, Brown & Purple lines)",4509
"2724",2.8,"41230","Red Line",41.810318,-87.63094,"47th (Red Line)",793
"2725",2.8,"41240","Blue Line",41.94738,-87.71906,"Addison (Blue Line)",672
"2726",2.8,"41250","Purple Line",42.063987,-87.685617,"Central (Purple Line)",192
"2727",2.8,"41260","Green Line",41.887293,-87.774135,"Austin (Green Line)",429
"2728",2.8,"41270","Green Line",41.816462,-87.619021,"43rd (Green Line)",213
"2729",2.8,"41280","Blue Line",41.970634,-87.760892,"Jefferson Park (Blue Line)",1640
"2730",2.8,"41290","Brown Line",41.967901,-87.713065,"Kimball (Brown Line)",1358
"2731",2.8,"41300","Red Line",42.001073,-87.661061,"Loyola (Red Line)",2010
"2732",2.8,"41310","Brown Line",41.943623,-87.670907,"Paulina (Brown Line)",730
"2733",2.8,"41320","Multiple Lines",41.939751,-87.65338,"Belmont (Red, Brown & Purple lines)",4623
"2734",2.8,"41330","Blue Line",41.961539,-87.743574,"Montrose (Blue Line)",573
"2735",2.8,"41340","Blue Line",41.875568,-87.631722,"LaSalle (Blue Line)",640
"2736",2.8,"41350","Green Line",41.886988,-87.793783,"Oak Park (Green Line)",310
"2737",2.8,"41360","Green Line",41.88422,-87.696234,"California (Green Line)",275
"2738",2.8,"41380","Red Line",41.983504,-87.65884,"Bryn Mawr (Red Line)",1344
"2739",2.8,"41400","Multiple Lines",41.867368,-87.627402,"Roosevelt (Red, Orange & Green lines)",3998
"2740",2.8,"41400","Multiple Lines",41.867405,-87.62659,"Roosevelt (Red, Orange & Green lines)",3998
"2741",2.8,"41410","Blue Line",41.896075,-87.655214,"Chicago (Blue Line)",880
"2742",2.8,"41420","Red Line",41.947428,-87.653626,"Addison (Red Line)",7657
"2743",2.8,"41430","Red Line",41.735372,-87.624717,"87th (Red Line)",936
"2744",2.8,"41440","Brown Line",41.947028,-87.674642,"Addison (Brown Line)",509
"2745",2.8,"41450","Red Line",41.896671,-87.628176,"Chicago (Red Line)",4384
"2746",2.8,"41460","Brown Line",41.954521,-87.674868,"Irving Park (Brown Line)",608
"2747",2.8,"41480","Brown Line",41.966163,-87.688502,"Western (Brown Line)",1071
"2748",2.8,"41490","Red Line",41.874039,-87.627479,"Harrison (Red Line)",1340
"2749",2.8,"41500","Brown Line",41.961756,-87.675047,"Montrose (Brown Line)",644
"2750",2.8,"41510","Multiple Lines",41.885586,-87.652193,"Morgan (Green & Pink lines)",1653
"2751",2.8,"41660","Red Line",41.884809,-87.627813,"Lake (Red Line)",5528
"2752",2.8,"41670","Green Line",41.884904,-87.716523,"Conservatory (Green Line)",465
"2753",2.8,"41680","Yellow Line",42.02624348,-87.74722084,"Oakton-Skokie (Yellow Line)",184
"2754",2.8,"41690","Green Line",41.853115,-87.626402,"Cermak-McCormick Place (Green Line)",1161
"2755",2.8,"41700","Multiple Lines",41.88322,-87.626189,"Washington/Wabash (Brown, Green, Orange, Purple & Pink lines)",3142
"2756",2.9000003,"40010","Blue Line",41.870851,-87.776812,"Austin (Blue Line)",357
"2757",2.9000003,"40020","Green Line",41.886848,-87.803176,"Harlem/Lake (Green Line)",890
"2758",2.9000003,"40030","Green Line",41.885412,-87.725404,"Pulaski (Green Line)",431
"2759",2.9000003,"40040","Multiple Lines",41.878723,-87.63374,"Quincy/Wells (Brown, Orange, Purple & Pink lines)",1061
"2760",2.9000003,"40050","Purple Line",42.04771,-87.683543,"Davis (Purple Line)",862
"2761",2.9000003,"40060","Blue Line",41.938132,-87.712359,"Belmont (Blue Line)",1625
"2762",2.9000003,"40070","Blue Line",41.878183,-87.629296,"Jackson (Blue Line)",1662
"2763",2.9000003,"40080","Red Line",41.953775,-87.654929,"Sheridan (Red Line)",1477
"2764",2.9000003,"40090","Brown Line",41.966286,-87.678639,"Damen (Brown Line)",613
"2765",2.9000003,"40100","Red Line",42.008362,-87.665909,"Morse (Red Line)",1367
"2766",2.9000003,"40120","Orange Line",41.829353,-87.680622,"35th/Archer (Orange Line)",878
"2767",2.9000003,"40130","Green Line",41.80209,-87.618487,"51st (Green Line)",237
"2768",2.9000003,"40140","Yellow Line",42.038951,-87.751919,"Dempster-Skokie  (Yellow Line)",568
"2769",2.9000003,"40150","Pink Line",41.853732,-87.724311,"Pulaski (Pink Line)",335
"2770",2.9000003,"40160","Multiple Lines",41.8768,-87.631739,"LaSalle/Van Buren (Brown, Orange, Purple & Pink lines)",312
"2771",2.9000003,"40170","Multiple Lines",41.885269,-87.666969,"Ashland (Green & Pink lines)",698
"2772",2.9000003,"40180","Blue Line",41.872108,-87.791602,"Oak Park (Blue Line)",233
"2773",2.9000003,"40190","Red Line",41.831191,-87.630636,"Sox-35th (Red Line)",1164
"2774",2.9000003,"40210","Pink Line",41.854517,-87.675975,"Damen (Pink Line)",526
"2775",2.9000003,"40220","Blue Line",41.875478,-87.688436,"Western (Blue Line - Forest Park Branch)",496
"2776",2.9000003,"40230","Blue Line",41.984246,-87.838028,"Cumberland (Blue Line)",1043
"2777",2.9000003,"40240","Red Line",41.750419,-87.625112,"79th (Red Line)",1935
"2778",2.9000003,"40250","Blue Line",41.874341,-87.70604,"Kedzie-Homan (Blue Line)",604
"2779",2.9000003,"40260","Multiple Lines",41.88574,-87.627835,"State/Lake (Brown, Green, Orange, Pink & Purple lines)",4546
"2780",2.9000003,"40270","Purple Line",42.033456,-87.679538,"Main (Purple Line)",293
"2781",2.9000003,"40280","Green Line",41.887389,-87.76565,"Central (Green Line)",504
"2782",2.9000003,"40290","Green Line",41.77886,-87.663766,"Ashland/63rd (Green Line)",272
"2783",2.9000003,"40300","Green Line",41.821732,-87.621371,"Indiana (Green Line)",122
"2784",2.9000003,"40310","Orange Line",41.804546,-87.684019,"Western (Orange Line)",1143
"2785",2.9000003,"40320","Blue Line",41.903355,-87.666496,"Division (Blue Line)",2137
"2786",2.9000003,"40330","Red Line",41.891665,-87.628021,"Grand (Red Line)",4943
"2787",2.9000003,"40340","Red Line",41.977984,-87.658668,"Berwyn (Red Line)",0
"2788",2.9000003,"40350","Blue Line",41.875474,-87.649707,"UIC-Halsted (Blue Line)",941
"2789",2.9000003,"40360","Brown Line",41.943744,-87.663619,"Southport (Brown Line)",1122
"2790",2.9000003,"40370","Blue Line",41.883164,-87.62944,"Washington (Blue Line)",4055
"2791",2.9000003,"40380","Multiple Lines",41.885737,-87.630886,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink lines)",4048
"2792",2.9000003,"40390","Blue Line",41.874257,-87.817318,"Forest Park (Blue Line)",636
"2793",2.9000003,"40400","Purple Line",42.058282,-87.683337,"Noyes (Purple Line)",238
"2794",2.9000003,"40420","Pink Line",41.85182,-87.745336,"Cicero (Pink Line)",475
"2795",2.9000003,"40430","Blue Line",41.875539,-87.640984,"Clinton (Blue Line)",662
"2796",2.9000003,"40440","Pink Line",41.854109,-87.694774,"California (Pink Line)",500
"2797",2.9000003,"40450","Red Line",41.722377,-87.624342,"95th/Dan Ryan (Red Line)",2550
"2798",2.9000003,"40460","Multiple Lines",41.888969,-87.633924,"Merchandise Mart (Brown & Purple lines)",1056
"2799",2.9000003,"40470","Blue Line",41.87592,-87.659458,"Racine (Blue Line)",553
"2800",2.9000003,"40480","Green Line",41.886519,-87.744698,"Cicero (Green Line)",333
"2801",2.9000003,"40490","Blue Line",41.891189,-87.647578,"Grand (Blue Line)",1181
"2802",2.9000003,"40510","Green Line",41.795172,-87.618327,"Garfield (Green Line)",363
"2803",2.9000003,"40520","Purple Line",42.05416,-87.68356,"Foster (Purple Line)",303
"2804",2.9000003,"40530","Multiple Lines",41.932732,-87.653131,"Diversey (Brown & Purple lines)",1707
"2805",2.9000003,"40540","Multiple Lines",41.964273,-87.657588,"Wilson (Red & Purple lines)",2660
"2806",2.9000003,"40550","Blue Line",41.952925,-87.729229,"Irving Park (Blue Line)",1021
"2807",2.9000003,"40560","Red Line",41.878153,-87.627596,"Jackson (Red Line)",1814
"2808",2.9000003,"40570","Blue Line",41.921939,-87.69689,"California  (Blue Line)",1578
"2809",2.9000003,"40570","Blue Line",41.921939,-87.69689,"California (Blue Line)",1578
"2810",2.9000003,"40580","Pink Line",41.85177331,-87.75669201,"54th/Cermak (Pink Line)",687
"2811",2.9000003,"40590","Blue Line",41.909744,-87.677437,"Damen (Blue Line)",2601
"2812",2.9000003,"40600","Pink Line",41.853751,-87.733258,"Kostner (Pink Line)",148
"2813",2.9000003,"40610","Green Line",41.887159,-87.783661,"Ridgeland (Green Line)",192
"2814",2.9000003,"40630","Red Line",41.90392,-87.631412,"Clark/Division (Red Line)",3185
"2815",2.9000003,"40650","Red Line",41.910655,-87.649177,"North/Clybourn (Red Line)",1996
"2816",2.9000003,"40660","Multiple Lines",41.918217,-87.652644,"Armitage (Brown & Purple lines)",1202
"2817",2.9000003,"40670","Blue Line",41.916157,-87.687364,"Western (Blue Line - O'Hare Branch)",1369
"2818",2.9000003,"40680","Multiple Lines",41.879507,-87.626037,"Adams/Wabash (Brown, Green, Orange, Pink & Purple lines)",1795
"2819",2.9000003,"40690","Purple Line",42.041655,-87.681602,"Dempster (Purple Line)",336
"2820",2.9000003,"40700","Green Line",41.887163,-87.754986,"Laramie (Green Line)",298
"2821",2.9000003,"40710","Multiple Lines",41.89681,-87.635924,"Chicago (Brown & Purple lines)",1454
"2822",2.9000003,"40720","Green Line",41.780309,-87.605857,"Cottage Grove (Green Line)",143
"2823",2.9000003,"40730","Multiple Lines",41.882695,-87.63378,"Washington/Wells (Brown, Orange, Purple & Pink lines)",584
"2824",2.9000003,"40740","Pink Line",41.854225,-87.685129,"Western (Pink Line)",421
"2825",2.9000003,"40750","Blue Line",41.98227,-87.8089,"Harlem (Blue Line - O'Hare Branch)",589
"2826",2.9000003,"40760","Red Line",41.993664,-87.659202,"Granville (Red Line)",1057
"2827",2.9000003,"40770","Red Line",41.969139,-87.658493,"Lawrence (Red Line)",0
"2828",2.9000003,"40780","Pink Line",41.853839,-87.714842,"Central Park (Pink Line)",355
"2829",2.9000003,"40790","Blue Line",41.880703,-87.629378,"Monroe (Blue Line)",997
"2830",2.9000003,"40800","Multiple Lines",41.910409,-87.639302,"Sedgwick (Brown & Purple lines)",1459
"2831",2.9000003,"40810","Blue Line",41.875706,-87.673932,"Illinois Medical District (Blue Line)",464
"2832",2.9000003,"40820","Blue Line",41.983507,-87.859388,"Rosemont (Blue Line)",2443
"2833",2.9000003,"40830","Pink Line",41.857908,-87.669147,"18th (Pink Line)",734
"2834",2.9000003,"40840","Purple Line",42.027612,-87.678329,"South Boulevard (Purple Line)",184
"2835",2.9000003,"40850","Multiple Lines",41.876862,-87.628196,"Harold Washington Library-State/Van Buren (Brown, Orange, Purple & Pink lines)",1122
"2836",2.9000003,"40870","Brown Line",41.966046,-87.701644,"Francisco (Brown Line)",429
"2837",2.9000003,"40880","Red Line",41.990259,-87.659076,"Thorndale (Red Line)",873
"2838",2.9000003,"40890","Blue Line",41.97766526,-87.90422307,"O'Hare (Blue Line)",6938
"2839",2.9000003,"40900","Multiple Lines",42.019063,-87.672892,"Howard (Red, Purple & Yellow lines)",1853
"2840",2.9000003,"40910","Red Line",41.780536,-87.630952,"63rd (Red Line)",943
"2841",2.9000003,"40920","Blue Line",41.873797,-87.725663,"Pulaski (Blue Line)",731
"2842",2.9000003,"40930","Orange Line",41.78661,-87.737875,"Midway (Orange Line)",2680
"2843",2.9000003,"40940","Green Line",41.778943,-87.644244,"Halsted (Green Line)",101
"2844",2.9000003,"40960","Orange Line",41.799756,-87.724493,"Pulaski (Orange Line)",1395
"2845",2.9000003,"40970","Blue Line",41.871574,-87.745154,"Cicero (Blue Line)",396
"2846",2.9000003,"40980","Blue Line",41.87349,-87.806961,"Harlem (Blue Line - Forest Park Branch)",173
"2847",2.9000003,"40990","Red Line",41.768367,-87.625724,"69th (Red Line)",1279
"2848",2.9000003,"41000","Red Line",41.853206,-87.630968,"Cermak-Chinatown (Red Line)",3375
"2849",2.9000003,"41010","Brown Line",41.966115,-87.6941,"Rockwell (Brown Line)",342
"2850",2.9000003,"41020","Blue Line",41.929728,-87.708541,"Logan Square (Blue Line)",2238
"2851",2.9000003,"41030","Pink Line",41.871551,-87.66953,"Polk (Pink Line)",390
"2852",2.9000003,"41040","Pink Line",41.853964,-87.705408,"Kedzie (Pink Line)",404
"2853",2.9000003,"41050","Purple Line",42.073153,-87.69073,"Linden (Purple Line)",422
"2854",2.9000003,"41060","Orange Line",41.839234,-87.665317,"Ashland (Orange Line)",529
"2855",2.9000003,"41070","Green Line",41.884321,-87.706155,"Kedzie (Green Line)",424
"2856",2.9000003,"41080","Green Line",41.809209,-87.618826,"47th (Green Line)",226
"2857",2.9000003,"41090","Red Line",41.880745,-87.627696,"Monroe (Red Line)",1744
"2858",2.9000003,"41120","Green Line",41.831677,-87.625826,"35th-Bronzeville-IIT (Green Line)",131
"2859",2.9000003,"41130","Orange Line",41.84678,-87.648088,"Halsted (Orange Line)",646
"2860",2.9000003,"41140","Green Line",41.78013,-87.615546,"King Drive (Green Line)",68
"2861",2.9000003,"41150","Orange Line",41.804236,-87.704406,"Kedzie (Orange Line)",1055
"2862",2.9000003,"41160","Multiple Lines",41.885678,-87.641782,"Clinton (Green & Pink lines)",833
"2863",2.9000003,"41170","Red Line",41.79542,-87.631157,"Garfield (Red Line)",873
"2864",2.9000003,"41180","Brown Line",41.965996,-87.708821,"Kedzie (Brown Line)",679
"2865",2.9000003,"41190","Red Line",42.015876,-87.669092,"Jarvis (Red Line)",610
"2866",2.9000003,"41200","Red Line",41.973453,-87.65853,"Argyle (Red Line)",1526
"2867",2.9000003,"41210","Multiple Lines",41.936033,-87.653266,"Wellington (Brown & Purple lines)",609
"2868",2.9000003,"41220","Multiple Lines",41.925051,-87.652866,"Fullerton (Red, Brown & Purple lines)",4246
"2869",2.9000003,"41230","Red Line",41.810318,-87.63094,"47th (Red Line)",912
"2870",2.9000003,"41240","Blue Line",41.94738,-87.71906,"Addison (Blue Line)",825
"2871",2.9000003,"41250","Purple Line",42.063987,-87.685617,"Central (Purple Line)",200
"2872",2.9000003,"41260","Green Line",41.887293,-87.774135,"Austin (Green Line)",452
"2873",2.9000003,"41270","Green Line",41.816462,-87.619021,"43rd (Green Line)",186
"2874",2.9000003,"41280","Blue Line",41.970634,-87.760892,"Jefferson Park (Blue Line)",1821
"2875",2.9000003,"41290","Brown Line",41.967901,-87.713065,"Kimball (Brown Line)",1375
"2876",2.9000003,"41300","Red Line",42.001073,-87.661061,"Loyola (Red Line)",1481
"2877",2.9000003,"41310","Brown Line",41.943623,-87.670907,"Paulina (Brown Line)",688
"2878",2.9000003,"41320","Multiple Lines",41.939751,-87.65338,"Belmont (Red, Brown & Purple lines)",4790
"2879",2.9000003,"41330","Blue Line",41.961539,-87.743574,"Montrose (Blue Line)",600
"2880",2.9000003,"41340","Blue Line",41.875568,-87.631722,"LaSalle (Blue Line)",992
"2881",2.9000003,"41350","Green Line",41.886988,-87.793783,"Oak Park (Green Line)",328
