"","sumPrecip","station_id","genLineType","Lat","Long","STATION_DESCRIPTIVE_NAME","rides"
"1386",1,"40870","Brown Line",41.966046,-87.701644,"Francisco (Brown Line)",901
"1387",1,"40880","Red Line",41.990259,-87.659076,"Thorndale (Red Line)",2318
"1388",1,"40890","Blue Line",41.97766526,-87.90422307,"O'Hare (Blue Line)",14260
"1389",1,"40900","Multiple Lines",42.019063,-87.672892,"Howard (Red, Purple & Yellow lines)",4301
"1390",1,"40910","Red Line",41.780536,-87.630952,"63rd (Red Line)",1990
"1391",1,"40920","Blue Line",41.873797,-87.725663,"Pulaski (Blue Line)",1328
"1392",1,"40930","Orange Line",41.78661,-87.737875,"Midway (Orange Line)",5527
"1393",1,"40940","Green Line",41.778943,-87.644244,"Halsted (Green Line)",220
"1394",1,"40960","Orange Line",41.799756,-87.724493,"Pulaski (Orange Line)",2462
"1395",1,"40970","Blue Line",41.871574,-87.745154,"Cicero (Blue Line)",788
"1396",1,"40980","Blue Line",41.87349,-87.806961,"Harlem (Blue Line - Forest Park Branch)",445
"1397",1,"40990","Red Line",41.768367,-87.625724,"69th (Red Line)",2736
"1398",1,"41000","Red Line",41.853206,-87.630968,"Cermak-Chinatown (Red Line)",6326
"1399",1,"41010","Brown Line",41.966115,-87.6941,"Rockwell (Brown Line)",914
"1400",1,"41020","Blue Line",41.929728,-87.708541,"Logan Square (Blue Line)",4676
"1401",1,"41030","Pink Line",41.871551,-87.66953,"Polk (Pink Line)",989
"1402",1,"41040","Pink Line",41.853964,-87.705408,"Kedzie (Pink Line)",1850
"1403",1,"41050","Purple Line",42.073153,-87.69073,"Linden (Purple Line)",1029
"1404",1,"41060","Orange Line",41.839234,-87.665317,"Ashland (Orange Line)",1087
"1405",1,"41070","Green Line",41.884321,-87.706155,"Kedzie (Green Line)",815
"1406",1,"41080","Green Line",41.809209,-87.618826,"47th (Green Line)",588
"1407",1,"41090","Red Line",41.880745,-87.627696,"Monroe (Red Line)",5255
"1408",1,"41120","Green Line",41.831677,-87.625826,"35th-Bronzeville-IIT (Green Line)",855
"1409",1,"41130","Orange Line",41.84678,-87.648088,"Halsted (Orange Line)",1252
"1410",1,"41140","Green Line",41.78013,-87.615546,"King Drive (Green Line)",284
"1411",1,"41150","Orange Line",41.804236,-87.704406,"Kedzie (Orange Line)",2036
"1412",1,"41160","Multiple Lines",41.885678,-87.641782,"Clinton (Green & Pink lines)",2234
"1413",1,"41170","Red Line",41.79542,-87.631157,"Garfield (Red Line)",2022
"1414",1,"41180","Brown Line",41.965996,-87.708821,"Kedzie (Brown Line)",1388
"1415",1,"41190","Red Line",42.015876,-87.669092,"Jarvis (Red Line)",1494
"1416",1,"41200","Red Line",41.973453,-87.65853,"Argyle (Red Line)",4281
"1417",1,"41210","Multiple Lines",41.936033,-87.653266,"Wellington (Brown & Purple lines)",3001
"1418",1,"41220","Multiple Lines",41.925051,-87.652866,"Fullerton (Red, Brown & Purple lines)",10111
"1419",1,"41230","Red Line",41.810318,-87.63094,"47th (Red Line)",1909
"1420",1,"41240","Blue Line",41.94738,-87.71906,"Addison (Blue Line)",1577
"1421",1,"41250","Purple Line",42.063987,-87.685617,"Central (Purple Line)",379
"1422",1,"41260","Green Line",41.887293,-87.774135,"Austin (Green Line)",1113
"1423",1,"41270","Green Line",41.816462,-87.619021,"43rd (Green Line)",497
"1424",1,"41280","Blue Line",41.970634,-87.760892,"Jefferson Park (Blue Line)",3657
"1425",1,"41290","Brown Line",41.967901,-87.713065,"Kimball (Brown Line)",2764
"1426",1,"41300","Red Line",42.001073,-87.661061,"Loyola (Red Line)",3819
"1427",1,"41310","Brown Line",41.943623,-87.670907,"Paulina (Brown Line)",1558
"1428",1,"41320","Multiple Lines",41.939751,-87.65338,"Belmont (Red, Brown & Purple lines)",26855
"1429",1,"41330","Blue Line",41.961539,-87.743574,"Montrose (Blue Line)",1200
"1430",1,"41340","Blue Line",41.875568,-87.631722,"LaSalle (Blue Line)",1613
"1431",1,"41350","Green Line",41.886988,-87.793783,"Oak Park (Green Line)",804
"1432",1,"41360","Green Line",41.88422,-87.696234,"California (Green Line)",677
"1433",1,"41380","Red Line",41.983504,-87.65884,"Bryn Mawr (Red Line)",3918
"1434",1,"41400","Multiple Lines",41.867368,-87.627402,"Roosevelt (Red, Orange & Green lines)",9781
"1435",1,"41400","Multiple Lines",41.867405,-87.62659,"Roosevelt (Red, Orange & Green lines)",9781
"1436",1,"41410","Blue Line",41.896075,-87.655214,"Chicago (Blue Line)",2014
"1437",1,"41420","Red Line",41.947428,-87.653626,"Addison (Red Line)",24096
"1438",1,"41430","Red Line",41.735372,-87.624717,"87th (Red Line)",2095
"1439",1,"41440","Brown Line",41.947028,-87.674642,"Addison (Brown Line)",999
"1440",1,"41450","Red Line",41.896671,-87.628176,"Chicago (Red Line)",11354
"1441",1,"41460","Brown Line",41.954521,-87.674868,"Irving Park (Brown Line)",1436
"1442",1,"41480","Brown Line",41.966163,-87.688502,"Western (Brown Line)",2352
"1443",1,"41490","Red Line",41.874039,-87.627479,"Harrison (Red Line)",4077
"1444",1,"41500","Brown Line",41.961756,-87.675047,"Montrose (Brown Line)",1320
"1445",1,"41510","Multiple Lines",41.885586,-87.652193,"Morgan (Green & Pink lines)",4697
"1446",1,"41660","Red Line",41.884809,-87.627813,"Lake (Red Line)",17985
"1447",1,"41670","Green Line",41.884904,-87.716523,"Conservatory (Green Line)",832
"1448",1,"41680","Yellow Line",42.02624348,-87.74722084,"Oakton-Skokie (Yellow Line)",444
"1449",1,"41690","Green Line",41.853115,-87.626402,"Cermak-McCormick Place (Green Line)",1693
"1450",1,"41700","Multiple Lines",41.88322,-87.626189,"Washington/Wabash (Brown, Green, Orange, Purple & Pink lines)",7355
"1451",1.1000001,"40010","Blue Line",41.870851,-87.776812,"Austin (Blue Line)",226
"1452",1.1000001,"40020","Green Line",41.886848,-87.803176,"Harlem/Lake (Green Line)",656
"1453",1.1000001,"40030","Green Line",41.885412,-87.725404,"Pulaski (Green Line)",371
"1454",1.1000001,"40040","Multiple Lines",41.878723,-87.63374,"Quincy/Wells (Brown, Orange, Purple & Pink lines)",596
"1455",1.1000001,"40050","Purple Line",42.04771,-87.683543,"Davis (Purple Line)",750
"1456",1.1000001,"40060","Blue Line",41.938132,-87.712359,"Belmont (Blue Line)",1109
"1457",1.1000001,"40070","Blue Line",41.878183,-87.629296,"Jackson (Blue Line)",851
"1458",1.1000001,"40080","Red Line",41.953775,-87.654929,"Sheridan (Red Line)",1124
"1459",1.1000001,"40090","Brown Line",41.966286,-87.678639,"Damen (Brown Line)",470
"1460",1.1000001,"40100","Red Line",42.008362,-87.665909,"Morse (Red Line)",1265
"1461",1.1000001,"40120","Orange Line",41.829353,-87.680622,"35th/Archer (Orange Line)",455
"1462",1.1000001,"40130","Green Line",41.80209,-87.618487,"51st (Green Line)",194
"1463",1.1000001,"40140","Yellow Line",42.038951,-87.751919,"Dempster-Skokie  (Yellow Line)",276
"1464",1.1000001,"40150","Pink Line",41.853732,-87.724311,"Pulaski (Pink Line)",300
"1465",1.1000001,"40160","Multiple Lines",41.8768,-87.631739,"LaSalle/Van Buren (Brown, Orange, Purple & Pink lines)",257
"1466",1.1000001,"40170","Multiple Lines",41.885269,-87.666969,"Ashland (Green & Pink lines)",555
"1467",1.1000001,"40180","Blue Line",41.872108,-87.791602,"Oak Park (Blue Line)",152
"1468",1.1000001,"40190","Red Line",41.831191,-87.630636,"Sox-35th (Red Line)",615
"1469",1.1000001,"40210","Pink Line",41.854517,-87.675975,"Damen (Pink Line)",391
"1470",1.1000001,"40220","Blue Line",41.875478,-87.688436,"Western (Blue Line - Forest Park Branch)",327
"1471",1.1000001,"40230","Blue Line",41.984246,-87.838028,"Cumberland (Blue Line)",561
"1472",1.1000001,"40240","Red Line",41.750419,-87.625112,"79th (Red Line)",1381
"1473",1.1000001,"40250","Blue Line",41.874341,-87.70604,"Kedzie-Homan (Blue Line)",453
"1474",1.1000001,"40260","Multiple Lines",41.88574,-87.627835,"State/Lake (Brown, Green, Orange, Pink & Purple lines)",2705
"1475",1.1000001,"40270","Purple Line",42.033456,-87.679538,"Main (Purple Line)",313
"1476",1.1000001,"40280","Green Line",41.887389,-87.76565,"Central (Green Line)",510
"1477",1.1000001,"40290","Green Line",41.77886,-87.663766,"Ashland/63rd (Green Line)",219
"1478",1.1000001,"40300","Green Line",41.821732,-87.621371,"Indiana (Green Line)",150
"1479",1.1000001,"40310","Orange Line",41.804546,-87.684019,"Western (Orange Line)",703
"1480",1.1000001,"40320","Blue Line",41.903355,-87.666496,"Division (Blue Line)",1049
"1481",1.1000001,"40330","Red Line",41.891665,-87.628021,"Grand (Red Line)",3125
"1482",1.1000001,"40340","Red Line",41.977984,-87.658668,"Berwyn (Red Line)",0
"1483",1.1000001,"40350","Blue Line",41.875474,-87.649707,"UIC-Halsted (Blue Line)",746
"1484",1.1000001,"40360","Brown Line",41.943744,-87.663619,"Southport (Brown Line)",897
"1485",1.1000001,"40370","Blue Line",41.883164,-87.62944,"Washington (Blue Line)",1997
"1486",1.1000001,"40380","Multiple Lines",41.885737,-87.630886,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink lines)",2263
"1487",1.1000001,"40390","Blue Line",41.874257,-87.817318,"Forest Park (Blue Line)",416
"1488",1.1000001,"40400","Purple Line",42.058282,-87.683337,"Noyes (Purple Line)",189
"1489",1.1000001,"40420","Pink Line",41.85182,-87.745336,"Cicero (Pink Line)",364
"1490",1.1000001,"40430","Blue Line",41.875539,-87.640984,"Clinton (Blue Line)",507
"1491",1.1000001,"40440","Pink Line",41.854109,-87.694774,"California (Pink Line)",329
"1492",1.1000001,"40450","Red Line",41.722377,-87.624342,"95th/Dan Ryan (Red Line)",2003
"1493",1.1000001,"40460","Multiple Lines",41.888969,-87.633924,"Merchandise Mart (Brown & Purple lines)",753
"1494",1.1000001,"40470","Blue Line",41.87592,-87.659458,"Racine (Blue Line)",336
"1495",1.1000001,"40480","Green Line",41.886519,-87.744698,"Cicero (Green Line)",298
"1496",1.1000001,"40490","Blue Line",41.891189,-87.647578,"Grand (Blue Line)",596
"1497",1.1000001,"40510","Green Line",41.795172,-87.618327,"Garfield (Green Line)",219
"1498",1.1000001,"40520","Purple Line",42.05416,-87.68356,"Foster (Purple Line)",226
"1499",1.1000001,"40530","Multiple Lines",41.932732,-87.653131,"Diversey (Brown & Purple lines)",992
"1500",1.1000001,"40540","Multiple Lines",41.964273,-87.657588,"Wilson (Red & Purple lines)",2375
"1501",1.1000001,"40550","Blue Line",41.952925,-87.729229,"Irving Park (Blue Line)",905
"1502",1.1000001,"40560","Red Line",41.878153,-87.627596,"Jackson (Red Line)",1106
"1503",1.1000001,"40570","Blue Line",41.921939,-87.69689,"California  (Blue Line)",982
"1504",1.1000001,"40570","Blue Line",41.921939,-87.69689,"California (Blue Line)",982
"1505",1.1000001,"40580","Pink Line",41.85177331,-87.75669201,"54th/Cermak (Pink Line)",481
"1506",1.1000001,"40590","Blue Line",41.909744,-87.677437,"Damen (Blue Line)",1293
"1507",1.1000001,"40600","Pink Line",41.853751,-87.733258,"Kostner (Pink Line)",90
"1508",1.1000001,"40610","Green Line",41.887159,-87.783661,"Ridgeland (Green Line)",162
"1509",1.1000001,"40630","Red Line",41.90392,-87.631412,"Clark/Division (Red Line)",2177
"1510",1.1000001,"40650","Red Line",41.910655,-87.649177,"North/Clybourn (Red Line)",1630
"1511",1.1000001,"40660","Multiple Lines",41.918217,-87.652644,"Armitage (Brown & Purple lines)",913
"1512",1.1000001,"40670","Blue Line",41.916157,-87.687364,"Western (Blue Line - O'Hare Branch)",917
"1513",1.1000001,"40680","Multiple Lines",41.879507,-87.626037,"Adams/Wabash (Brown, Green, Orange, Pink & Purple lines)",1045
"1514",1.1000001,"40690","Purple Line",42.041655,-87.681602,"Dempster (Purple Line)",289
"1515",1.1000001,"40700","Green Line",41.887163,-87.754986,"Laramie (Green Line)",236
"1516",1.1000001,"40710","Multiple Lines",41.89681,-87.635924,"Chicago (Brown & Purple lines)",1249
"1517",1.1000001,"40720","Green Line",41.780309,-87.605857,"Cottage Grove (Green Line)",192
"1518",1.1000001,"40730","Multiple Lines",41.882695,-87.63378,"Washington/Wells (Brown, Orange, Purple & Pink lines)",392
"1519",1.1000001,"40740","Pink Line",41.854225,-87.685129,"Western (Pink Line)",305
"1520",1.1000001,"40750","Blue Line",41.98227,-87.8089,"Harlem (Blue Line - O'Hare Branch)",433
"1521",1.1000001,"40760","Red Line",41.993664,-87.659202,"Granville (Red Line)",1354
"1522",1.1000001,"40770","Red Line",41.969139,-87.658493,"Lawrence (Red Line)",0
"1523",1.1000001,"40780","Pink Line",41.853839,-87.714842,"Central Park (Pink Line)",241
"1524",1.1000001,"40790","Blue Line",41.880703,-87.629378,"Monroe (Blue Line)",600
"1525",1.1000001,"40800","Multiple Lines",41.910409,-87.639302,"Sedgwick (Brown & Purple lines)",867
"1526",1.1000001,"40810","Blue Line",41.875706,-87.673932,"Illinois Medical District (Blue Line)",484
"1527",1.1000001,"40820","Blue Line",41.983507,-87.859388,"Rosemont (Blue Line)",1282
"1528",1.1000001,"40830","Pink Line",41.857908,-87.669147,"18th (Pink Line)",435
"1529",1.1000001,"40840","Purple Line",42.027612,-87.678329,"South Boulevard (Purple Line)",142
"1530",1.1000001,"40850","Multiple Lines",41.876862,-87.628196,"Harold Washington Library-State/Van Buren (Brown, Orange, Purple & Pink lines)",711
"1531",1.1000001,"40870","Brown Line",41.966046,-87.701644,"Francisco (Brown Line)",282
"1532",1.1000001,"40880","Red Line",41.990259,-87.659076,"Thorndale (Red Line)",725
"1533",1.1000001,"40890","Blue Line",41.97766526,-87.90422307,"O'Hare (Blue Line)",4848
"1534",1.1000001,"40900","Multiple Lines",42.019063,-87.672892,"Howard (Red, Purple & Yellow lines)",1493
"1535",1.1000001,"40910","Red Line",41.780536,-87.630952,"63rd (Red Line)",651
"1536",1.1000001,"40920","Blue Line",41.873797,-87.725663,"Pulaski (Blue Line)",492
"1537",1.1000001,"40930","Orange Line",41.78661,-87.737875,"Midway (Orange Line)",1532
"1538",1.1000001,"40940","Green Line",41.778943,-87.644244,"Halsted (Green Line)",91
"1539",1.1000001,"40960","Orange Line",41.799756,-87.724493,"Pulaski (Orange Line)",765
"1540",1.1000001,"40970","Blue Line",41.871574,-87.745154,"Cicero (Blue Line)",258
"1541",1.1000001,"40980","Blue Line",41.87349,-87.806961,"Harlem (Blue Line - Forest Park Branch)",131
"1542",1.1000001,"40990","Red Line",41.768367,-87.625724,"69th (Red Line)",914
"1543",1.1000001,"41000","Red Line",41.853206,-87.630968,"Cermak-Chinatown (Red Line)",2124
"1544",1.1000001,"41010","Brown Line",41.966115,-87.6941,"Rockwell (Brown Line)",323
"1545",1.1000001,"41020","Blue Line",41.929728,-87.708541,"Logan Square (Blue Line)",1290
"1546",1.1000001,"41030","Pink Line",41.871551,-87.66953,"Polk (Pink Line)",305
"1547",1.1000001,"41040","Pink Line",41.853964,-87.705408,"Kedzie (Pink Line)",241
"1548",1.1000001,"41050","Purple Line",42.073153,-87.69073,"Linden (Purple Line)",130
"1549",1.1000001,"41060","Orange Line",41.839234,-87.665317,"Ashland (Orange Line)",401
"1550",1.1000001,"41070","Green Line",41.884321,-87.706155,"Kedzie (Green Line)",263
"1551",1.1000001,"41080","Green Line",41.809209,-87.618826,"47th (Green Line)",222
"1552",1.1000001,"41090","Red Line",41.880745,-87.627696,"Monroe (Red Line)",1040
"1553",1.1000001,"41120","Green Line",41.831677,-87.625826,"35th-Bronzeville-IIT (Green Line)",330
"1554",1.1000001,"41130","Orange Line",41.84678,-87.648088,"Halsted (Orange Line)",396
"1555",1.1000001,"41140","Green Line",41.78013,-87.615546,"King Drive (Green Line)",112
"1556",1.1000001,"41150","Orange Line",41.804236,-87.704406,"Kedzie (Orange Line)",651
"1557",1.1000001,"41160","Multiple Lines",41.885678,-87.641782,"Clinton (Green & Pink lines)",678
"1558",1.1000001,"41170","Red Line",41.79542,-87.631157,"Garfield (Red Line)",664
"1559",1.1000001,"41180","Brown Line",41.965996,-87.708821,"Kedzie (Brown Line)",571
"1560",1.1000001,"41190","Red Line",42.015876,-87.669092,"Jarvis (Red Line)",496
"1561",1.1000001,"41200","Red Line",41.973453,-87.65853,"Argyle (Red Line)",1343
"1562",1.1000001,"41210","Multiple Lines",41.936033,-87.653266,"Wellington (Brown & Purple lines)",509
"1563",1.1000001,"41220","Multiple Lines",41.925051,-87.652866,"Fullerton (Red, Brown & Purple lines)",3320
"1564",1.1000001,"41230","Red Line",41.810318,-87.63094,"47th (Red Line)",621
"1565",1.1000001,"41240","Blue Line",41.94738,-87.71906,"Addison (Blue Line)",421
"1566",1.1000001,"41250","Purple Line",42.063987,-87.685617,"Central (Purple Line)",162
"1567",1.1000001,"41260","Green Line",41.887293,-87.774135,"Austin (Green Line)",330
"1568",1.1000001,"41270","Green Line",41.816462,-87.619021,"43rd (Green Line)",193
"1569",1.1000001,"41280","Blue Line",41.970634,-87.760892,"Jefferson Park (Blue Line)",1432
"1570",1.1000001,"41290","Brown Line",41.967901,-87.713065,"Kimball (Brown Line)",1120
"1571",1.1000001,"41300","Red Line",42.001073,-87.661061,"Loyola (Red Line)",1605
"1572",1.1000001,"41310","Brown Line",41.943623,-87.670907,"Paulina (Brown Line)",601
"1573",1.1000001,"41320","Multiple Lines",41.939751,-87.65338,"Belmont (Red, Brown & Purple lines)",3515
"1574",1.1000001,"41330","Blue Line",41.961539,-87.743574,"Montrose (Blue Line)",466
"1575",1.1000001,"41340","Blue Line",41.875568,-87.631722,"LaSalle (Blue Line)",529
"1576",1.1000001,"41350","Green Line",41.886988,-87.793783,"Oak Park (Green Line)",211
"1577",1.1000001,"41360","Green Line",41.88422,-87.696234,"California (Green Line)",208
"1578",1.1000001,"41380","Red Line",41.983504,-87.65884,"Bryn Mawr (Red Line)",1095
"1579",1.1000001,"41400","Multiple Lines",41.867368,-87.627402,"Roosevelt (Red, Orange & Green lines)",2977
"1580",1.1000001,"41400","Multiple Lines",41.867405,-87.62659,"Roosevelt (Red, Orange & Green lines)",2977
"1581",1.1000001,"41410","Blue Line",41.896075,-87.655214,"Chicago (Blue Line)",658
"1582",1.1000001,"41420","Red Line",41.947428,-87.653626,"Addison (Red Line)",1965
"1583",1.1000001,"41430","Red Line",41.735372,-87.624717,"87th (Red Line)",761
"1584",1.1000001,"41440","Brown Line",41.947028,-87.674642,"Addison (Brown Line)",349
"1585",1.1000001,"41450","Red Line",41.896671,-87.628176,"Chicago (Red Line)",3401
"1586",1.1000001,"41460","Brown Line",41.954521,-87.674868,"Irving Park (Brown Line)",526
"1587",1.1000001,"41480","Brown Line",41.966163,-87.688502,"Western (Brown Line)",913
"1588",1.1000001,"41490","Red Line",41.874039,-87.627479,"Harrison (Red Line)",1113
"1589",1.1000001,"41500","Brown Line",41.961756,-87.675047,"Montrose (Brown Line)",597
"1590",1.1000001,"41510","Multiple Lines",41.885586,-87.652193,"Morgan (Green & Pink lines)",1414
"1591",1.1000001,"41660","Red Line",41.884809,-87.627813,"Lake (Red Line)",3771
"1592",1.1000001,"41670","Green Line",41.884904,-87.716523,"Conservatory (Green Line)",279
"1593",1.1000001,"41680","Yellow Line",42.02624348,-87.74722084,"Oakton-Skokie (Yellow Line)",114
"1594",1.1000001,"41690","Green Line",41.853115,-87.626402,"Cermak-McCormick Place (Green Line)",367
"1595",1.1000001,"41700","Multiple Lines",41.88322,-87.626189,"Washington/Wabash (Brown, Green, Orange, Purple & Pink lines)",2080
"1596",1.3000001,"40010","Blue Line",41.870851,-87.776812,"Austin (Blue Line)",244
"1597",1.3000001,"40020","Green Line",41.886848,-87.803176,"Harlem/Lake (Green Line)",717
"1598",1.3000001,"40030","Green Line",41.885412,-87.725404,"Pulaski (Green Line)",404
"1599",1.3000001,"40040","Multiple Lines",41.878723,-87.63374,"Quincy/Wells (Brown, Orange, Purple & Pink lines)",915
"1600",1.3000001,"40050","Purple Line",42.04771,-87.683543,"Davis (Purple Line)",731
"1601",1.3000001,"40060","Blue Line",41.938132,-87.712359,"Belmont (Blue Line)",1035
"1602",1.3000001,"40070","Blue Line",41.878183,-87.629296,"Jackson (Blue Line)",1078
"1603",1.3000001,"40080","Red Line",41.953775,-87.654929,"Sheridan (Red Line)",1201
"1604",1.3000001,"40090","Brown Line",41.966286,-87.678639,"Damen (Brown Line)",516
"1605",1.3000001,"40100","Red Line",42.008362,-87.665909,"Morse (Red Line)",1134
"1606",1.3000001,"40120","Orange Line",41.829353,-87.680622,"35th/Archer (Orange Line)",567
"1607",1.3000001,"40130","Green Line",41.80209,-87.618487,"51st (Green Line)",210
"1608",1.3000001,"40140","Yellow Line",42.038951,-87.751919,"Dempster-Skokie  (Yellow Line)",280
"1609",1.3000001,"40150","Pink Line",41.853732,-87.724311,"Pulaski (Pink Line)",338
"1610",1.3000001,"40160","Multiple Lines",41.8768,-87.631739,"LaSalle/Van Buren (Brown, Orange, Purple & Pink lines)",305
"1611",1.3000001,"40170","Multiple Lines",41.885269,-87.666969,"Ashland (Green & Pink lines)",738
"1612",1.3000001,"40180","Blue Line",41.872108,-87.791602,"Oak Park (Blue Line)",135
"1613",1.3000001,"40190","Red Line",41.831191,-87.630636,"Sox-35th (Red Line)",656
"1614",1.3000001,"40210","Pink Line",41.854517,-87.675975,"Damen (Pink Line)",419
"1615",1.3000001,"40220","Blue Line",41.875478,-87.688436,"Western (Blue Line - Forest Park Branch)",282
"1616",1.3000001,"40230","Blue Line",41.984246,-87.838028,"Cumberland (Blue Line)",626
"1617",1.3000001,"40240","Red Line",41.750419,-87.625112,"79th (Red Line)",1452
"1618",1.3000001,"40250","Blue Line",41.874341,-87.70604,"Kedzie-Homan (Blue Line)",428
"1619",1.3000001,"40260","Multiple Lines",41.88574,-87.627835,"State/Lake (Brown, Green, Orange, Pink & Purple lines)",3785
"1620",1.3000001,"40270","Purple Line",42.033456,-87.679538,"Main (Purple Line)",264
"1621",1.3000001,"40280","Green Line",41.887389,-87.76565,"Central (Green Line)",495
"1622",1.3000001,"40290","Green Line",41.77886,-87.663766,"Ashland/63rd (Green Line)",233
"1623",1.3000001,"40300","Green Line",41.821732,-87.621371,"Indiana (Green Line)",145
"1624",1.3000001,"40310","Orange Line",41.804546,-87.684019,"Western (Orange Line)",695
"1625",1.3000001,"40320","Blue Line",41.903355,-87.666496,"Division (Blue Line)",1295
"1626",1.3000001,"40330","Red Line",41.891665,-87.628021,"Grand (Red Line)",3974
"1627",1.3000001,"40340","Red Line",41.977984,-87.658668,"Berwyn (Red Line)",0
"1628",1.3000001,"40350","Blue Line",41.875474,-87.649707,"UIC-Halsted (Blue Line)",807
"1629",1.3000001,"40360","Brown Line",41.943744,-87.663619,"Southport (Brown Line)",1067
"1630",1.3000001,"40370","Blue Line",41.883164,-87.62944,"Washington (Blue Line)",2593
"1631",1.3000001,"40380","Multiple Lines",41.885737,-87.630886,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink lines)",3024
"1632",1.3000001,"40390","Blue Line",41.874257,-87.817318,"Forest Park (Blue Line)",454
"1633",1.3000001,"40400","Purple Line",42.058282,-87.683337,"Noyes (Purple Line)",190
"1634",1.3000001,"40420","Pink Line",41.85182,-87.745336,"Cicero (Pink Line)",377
"1635",1.3000001,"40430","Blue Line",41.875539,-87.640984,"Clinton (Blue Line)",653
"1636",1.3000001,"40440","Pink Line",41.854109,-87.694774,"California (Pink Line)",355
"1637",1.3000001,"40450","Red Line",41.722377,-87.624342,"95th/Dan Ryan (Red Line)",1978
"1638",1.3000001,"40460","Multiple Lines",41.888969,-87.633924,"Merchandise Mart (Brown & Purple lines)",1190
"1639",1.3000001,"40470","Blue Line",41.87592,-87.659458,"Racine (Blue Line)",332
"1640",1.3000001,"40480","Green Line",41.886519,-87.744698,"Cicero (Green Line)",325
"1641",1.3000001,"40490","Blue Line",41.891189,-87.647578,"Grand (Blue Line)",819
"1642",1.3000001,"40510","Green Line",41.795172,-87.618327,"Garfield (Green Line)",254
"1643",1.3000001,"40520","Purple Line",42.05416,-87.68356,"Foster (Purple Line)",202
"1644",1.3000001,"40530","Multiple Lines",41.932732,-87.653131,"Diversey (Brown & Purple lines)",1259
"1645",1.3000001,"40540","Multiple Lines",41.964273,-87.657588,"Wilson (Red & Purple lines)",2333
"1646",1.3000001,"40550","Blue Line",41.952925,-87.729229,"Irving Park (Blue Line)",802
"1647",1.3000001,"40560","Red Line",41.878153,-87.627596,"Jackson (Red Line)",1226
"1648",1.3000001,"40570","Blue Line",41.921939,-87.69689,"California  (Blue Line)",1080
"1649",1.3000001,"40570","Blue Line",41.921939,-87.69689,"California (Blue Line)",1080
"1650",1.3000001,"40580","Pink Line",41.85177331,-87.75669201,"54th/Cermak (Pink Line)",461
"1651",1.3000001,"40590","Blue Line",41.909744,-87.677437,"Damen (Blue Line)",1459
"1652",1.3000001,"40600","Pink Line",41.853751,-87.733258,"Kostner (Pink Line)",116
"1653",1.3000001,"40610","Green Line",41.887159,-87.783661,"Ridgeland (Green Line)",163
"1654",1.3000001,"40630","Red Line",41.90392,-87.631412,"Clark/Division (Red Line)",2369
"1655",1.3000001,"40650","Red Line",41.910655,-87.649177,"North/Clybourn (Red Line)",1648
"1656",1.3000001,"40660","Multiple Lines",41.918217,-87.652644,"Armitage (Brown & Purple lines)",1036
"1657",1.3000001,"40670","Blue Line",41.916157,-87.687364,"Western (Blue Line - O'Hare Branch)",1054
"1658",1.3000001,"40680","Multiple Lines",41.879507,-87.626037,"Adams/Wabash (Brown, Green, Orange, Pink & Purple lines)",1381
"1659",1.3000001,"40690","Purple Line",42.041655,-87.681602,"Dempster (Purple Line)",230
"1660",1.3000001,"40700","Green Line",41.887163,-87.754986,"Laramie (Green Line)",253
"1661",1.3000001,"40710","Multiple Lines",41.89681,-87.635924,"Chicago (Brown & Purple lines)",1446
"1662",1.3000001,"40720","Green Line",41.780309,-87.605857,"Cottage Grove (Green Line)",244
"1663",1.3000001,"40730","Multiple Lines",41.882695,-87.63378,"Washington/Wells (Brown, Orange, Purple & Pink lines)",506
"1664",1.3000001,"40740","Pink Line",41.854225,-87.685129,"Western (Pink Line)",350
"1665",1.3000001,"40750","Blue Line",41.98227,-87.8089,"Harlem (Blue Line - O'Hare Branch)",452
"1666",1.3000001,"40760","Red Line",41.993664,-87.659202,"Granville (Red Line)",1115
"1667",1.3000001,"40770","Red Line",41.969139,-87.658493,"Lawrence (Red Line)",0
"1668",1.3000001,"40780","Pink Line",41.853839,-87.714842,"Central Park (Pink Line)",235
"1669",1.3000001,"40790","Blue Line",41.880703,-87.629378,"Monroe (Blue Line)",853
"1670",1.3000001,"40800","Multiple Lines",41.910409,-87.639302,"Sedgwick (Brown & Purple lines)",1171
"1671",1.3000001,"40810","Blue Line",41.875706,-87.673932,"Illinois Medical District (Blue Line)",445
"1672",1.3000001,"40820","Blue Line",41.983507,-87.859388,"Rosemont (Blue Line)",1421
"1673",1.3000001,"40830","Pink Line",41.857908,-87.669147,"18th (Pink Line)",626
"1674",1.3000001,"40840","Purple Line",42.027612,-87.678329,"South Boulevard (Purple Line)",109
"1675",1.3000001,"40850","Multiple Lines",41.876862,-87.628196,"Harold Washington Library-State/Van Buren (Brown, Orange, Purple & Pink lines)",901
"1676",1.3000001,"40870","Brown Line",41.966046,-87.701644,"Francisco (Brown Line)",306
"1677",1.3000001,"40880","Red Line",41.990259,-87.659076,"Thorndale (Red Line)",695
"1678",1.3000001,"40890","Blue Line",41.97766526,-87.90422307,"O'Hare (Blue Line)",5555
"1679",1.3000001,"40900","Multiple Lines",42.019063,-87.672892,"Howard (Red, Purple & Yellow lines)",1526
